sample	Ne_Aara	Ne_Aqua	Ne_Aara:Aqua	Ne_Amel	Ne_Aara:Aqua:Amel	Ne_Amer	Ne_Aara:Aqua:Amel:Amer	Ne_Acol	Ne_Agam	Ne_Acol:Agam	Ne_Aara:Aqua:Amel:Amer:Acol:Agam	bmig_Aara_to_Acol	bmig_Aara_to_Aqua	bmig_Aara_to_Amer	bmig_Aara_to_Amel	bmig_Aara_to_Agam	bmig_Aara_to_Acol:Agam	bmig_Aqua_to_Aara	bmig_Aqua_to_Acol	bmig_Aqua_to_Amer	bmig_Aqua_to_Amel	bmig_Aqua_to_Agam	bmig_Aqua_to_Acol:Agam	bmig_Aara:Aqua_to_Amer	bmig_Aara:Aqua_to_Amel	bmig_Aara:Aqua_to_Acol:Agam	bmig_Amel_to_Aara	bmig_Amel_to_Acol	bmig_Amel_to_Aqua	bmig_Amel_to_Amer	bmig_Amel_to_Agam	bmig_Amel_to_Acol:Agam	bmig_Amel_to_Aara:Aqua	bmig_Aara:Aqua:Amel_to_Amer	bmig_Aara:Aqua:Amel_to_Acol:Agam	bmig_Amer_to_Aara	bmig_Amer_to_Acol	bmig_Amer_to_Aqua	bmig_Amer_to_Amel	bmig_Amer_to_Agam	bmig_Amer_to_Acol:Agam	bmig_Amer_to_Aara:Aqua	bmig_Amer_to_Aara:Aqua:Amel	bmig_Aara:Aqua:Amel:Amer_to_Acol:Agam	bmig_Acol_to_Aara	bmig_Acol_to_Aqua	bmig_Acol_to_Amer	bmig_Acol_to_Amel	bmig_Acol_to_Agam	bmig_Agam_to_Aara	bmig_Agam_to_Acol	bmig_Agam_to_Aqua	bmig_Agam_to_Amer	bmig_Agam_to_Amel	bmig_Acol:Agam_to_Aara	bmig_Acol:Agam_to_Aqua	bmig_Acol:Agam_to_Amer	bmig_Acol:Agam_to_Amel	bmig_Acol:Agam_to_Aara:Aqua	bmig_Acol:Agam_to_Aara:Aqua:Amel	bmig_Acol:Agam_to_Aara:Aqua:Amel:Amer	height_Aara	height_Aqua	height_Aara:Aqua	height_Amel	height_Aara:Aqua:Amel	height_Amer	height_Aara:Aqua:Amel:Amer	height_Acol	height_Agam	height_Acol:Agam	height_Aara:Aqua:Amel:Amer:Acol:Agam
264	6.352875321032728E-4	9.978439312764516E-4	8.513786137755909E-4	8.261368345693846E-4	7.857498692184127E-4	6.899111387154274E-4	7.843350460782973E-4	6.666322779356812E-4	9.884352935992584E-4	7.281636873642187E-4	7.52674600665252E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.041129254792917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005231169136687876	0.0	0.008809259405375056	0.0	0.01058800941518045	0.0	0.0	0.001046437453279576	0.011061053190781402
265	0.00109705712323967	0.001510319428563974	9.382866179416862E-4	0.0010431534594505087	6.285121196061887E-4	8.13820555440971E-4	0.0014577185163006053	0.0011412718494069126	0.00109983521540216	0.0010772911694174432	7.899144964163889E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.041129254792917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005325421933916448	0.0	0.008780201753558748	0.0	0.010602240039808626	0.0	0.0	9.001692888600341E-4	0.011500635360686011
266	7.531584755625406E-4	5.904464020657388E-4	7.260275923950686E-4	3.316975863745038E-4	5.72417263113928E-4	5.232716093791652E-4	6.674820445401185E-4	8.014618810870387E-4	5.719160768199961E-4	5.248107643375405E-4	0.0010016376655291612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.041129254792917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055385118074955525	0.0	0.008709572053444537	0.0	0.01047349478575782	0.0	0.0	9.639399929972595E-4	0.010997638969993423
267	6.259633128525075E-4	0.0010960768594215546	9.703820252881518E-4	4.977677000753508E-4	4.991747006908503E-4	7.918295922193442E-4	9.569916240565424E-4	5.742924354405381E-4	6.83814902801721E-4	6.461165152880625E-4	6.837697912702273E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.041129254792917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006046802317710723	0.0	0.008639171064780252	0.0	0.010875205985859674	0.0	0.0	0.0010163021424789889	0.011562534157561723
268	3.6353319077011393E-4	5.88394988041215E-4	8.096622945574949E-4	6.512976894887198E-4	3.8596563664864433E-4	6.418663447940101E-4	8.310701277474969E-4	5.800826357062265E-4	7.27452587033251E-4	5.539033067421898E-4	5.328895023135068E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.438481374518809	0.0	0.0	10.44486615259165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062528454154649644	0.0	0.009626988444928842	0.0	0.011296293159265752	0.0	0.0	9.471475300682312E-4	0.011574830472929513
269	7.11957544172366E-4	9.515475744776625E-4	8.695609606701647E-4	9.38895679871654E-4	7.500083512694621E-4	0.0012511952503973713	0.0011773744167791797	0.0011255085033983674	7.360684688495989E-4	5.745074014240277E-4	6.488917264592441E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.44486615259165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005855761978539527	0.0	0.008716176455947378	0.0	0.010815381359940044	0.0	0.0	0.001990933232558577	0.01142877238168771
270	6.538930715632302E-4	8.265799829208522E-4	0.0011187730268658747	8.911396037679902E-4	7.680176088490926E-4	3.7727267179052404E-4	8.915361102789721E-4	6.824562863591492E-4	0.0010354344046415037	0.001156543036529282	6.890278459594169E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055159439381827794	0.0	0.008465233385618227	0.0	0.011094176539203615	0.0	0.0	0.0019359021906630112	0.011555287779809352
271	9.852307142833965E-4	0.0013957006749518567	7.757301847931276E-4	9.693352806677317E-4	8.577004281012963E-4	6.769164830426049E-4	8.314878206610312E-4	8.311180203457181E-4	6.672492378833153E-4	0.0010177359364518515	4.653356090333925E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005876870614692633	0.0	0.008427379959961335	0.0	0.011044353628712702	0.0	0.0	0.0010313600666401954	0.011386287371737384
272	0.0014061408640442428	0.0013475796422202423	0.001079630763611571	0.0018056606893601039	0.001169977134700607	0.0013013673145654164	0.0017197885506663264	0.0015515589114965377	0.0015217266982525497	0.0011838293959155982	0.0010292421887720842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.20312498704312	0.0	0.0	0.005110627822601752	0.0	0.008396189292131732	0.0	0.010255526356545499	0.0	0.0	0.0010705935194096558	0.011375733652538437
273	0.0022069535770451528	0.001718643833815509	0.001018496140901339	0.0021019970784208674	0.0013195696122093314	0.0010756096849695803	0.0017941945723346671	0.0018448302526459823	0.0014469255133715152	0.0011598548743183613	0.0012579826007960068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.564722145954713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005555448729057152	0.0	0.007735363419504385	0.0	0.010839003766511654	0.0	0.0	8.54252830732271E-4	0.011464298085092065
274	0.001257370652895065	8.304992591846492E-4	8.974819475482951E-4	0.0014316705425540858	0.0016514119690006338	0.0013504947108480669	0.0013923749966360153	0.0015443065211955156	0.0011391432821441431	9.000991038702466E-4	9.254145657284858E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.64246557194101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00555563901553335	0.0	0.007362968703330255	0.0	0.010136668546795293	0.0	0.0	7.536359373716238E-4	0.010684744846022137
275	0.0010050025190592594	0.0011862462598158097	0.001573157342093578	0.0014506493058246174	0.0011876241970581794	0.001591787066447304	0.001668184642948013	0.0014533380289793387	0.0016582698512077098	9.665226343094206E-4	0.0012004039801908203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006102939221026925	0.0	0.008935532040108453	0.0	0.01085639008743626	0.0	0.0	0.0011367870303494333	0.011286582554259341
276	0.0014175822579273229	8.688783602830992E-4	8.730830136327237E-4	5.536778641177333E-4	0.001019280499440274	9.978145925195175E-4	0.001090533620923215	0.0013340895224669136	7.102247235078193E-4	5.735738992961418E-4	0.0011462888552148255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005449805127404959	0.0	0.0083002678860915	0.0	0.010051384561348266	0.0	0.0	0.00103829695652702	0.010388665363537896
277	0.0013725383677338156	0.0013893475469601369	0.0016585643638149187	0.0023739544790471697	0.0016820472052083803	9.929821720886926E-4	8.984280297903269E-4	7.169409882405619E-4	0.002807888311708991	0.0010008089344333375	0.0011146148679367506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059006040426762005	0.0	0.00876874201636329	0.0	0.01046109131653014	0.0	0.0	0.0016894585622877299	0.01056463671656852
278	7.643326684552461E-4	0.0016474665070019977	6.975840990147933E-4	0.0012606821015805408	9.918877475530849E-4	0.0010861746315615863	8.922842335515632E-4	7.847453631823349E-4	0.0018153690175470036	9.790796448403735E-4	0.0014039491180946214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006290360190970304	0.0	0.008849652960406573	0.0	0.009540651153009299	0.0	0.0	0.0013226567488859222	0.00994896203696307
279	0.0010596617108701567	0.0012875058400526758	9.49911108172166E-4	0.0016025016813166024	0.0010576762965204874	0.001175742123359361	0.0014943596739147326	9.324486775734844E-4	0.0011355128801202093	0.0011733044653672725	0.0020024040066429507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00645136726746349	0.0	0.008805949093356377	0.0	0.009810694153928929	0.0	0.0	0.0013744907767291176	0.010264934388050286
280	6.650036949400174E-4	5.54522247712486E-4	6.444485235069436E-4	5.883357426965469E-4	4.4027721032590463E-4	8.551900867749746E-4	8.556535007292678E-4	5.697484751853926E-4	9.585132989136732E-4	8.859000531443039E-4	8.229888986293592E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006714327679466372	0.0	0.009155294739423753	0.0	0.010655592544577486	0.0	0.0	9.610723577329113E-4	0.010714909483121916
281	4.5462303336885507E-4	4.4680171302326357E-4	8.271219866417286E-4	5.585714541553529E-4	8.506640491949133E-4	3.5112901193922206E-4	8.107040700134445E-4	7.832408953373077E-4	5.353996026628392E-4	5.155094531739914E-4	7.233006779566675E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006627279602345697	0.0	0.008545133936187967	0.0	0.01061355799054193	0.0	0.0	9.759237264492463E-4	0.010875931524971906
282	5.585714541553529E-4	4.975499407094403E-4	6.327051986242161E-4	4.092907985085687E-4	6.234357021233499E-4	7.842668271458227E-4	7.130207093635899E-4	5.353996026628392E-4	9.809181875075456E-4	5.405951785002153E-4	7.832408953373077E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00663655258263126	0.0	0.008510323592190889	0.0	0.010486793464373596	0.0	0.0	0.0010430978096295142	0.01086531631104693
283	5.864015381630383E-4	4.531047785583453E-4	7.648025605509936E-4	6.863163350925876E-4	6.762614044859457E-4	6.124433149489394E-4	4.693992365229045E-4	4.7441143663628095E-4	6.876012748571137E-4	5.807657245563898E-4	7.418457604860393E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070103862219149824	0.0	0.009056770530436306	0.0	0.01146554016711261	0.0	0.0	0.0011193185766099293	0.011873271362717321
284	4.894799971617676E-4	7.994693518675535E-4	7.021824014053534E-4	6.736040160930612E-4	9.84601974627019E-4	4.1132459106164756E-4	7.223612407754479E-4	7.25410438327037E-4	5.068310517438602E-4	5.859986941595278E-4	9.38455823605207E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007360393333102783	0.0	0.009001639807727708	0.0	0.011529449464202068	0.0	0.0	0.0010352574053245009	0.011826443305420745
285	8.908934749818203E-4	6.144416812677023E-4	6.196203871195865E-4	4.201322235328719E-4	5.185605873779833E-4	5.960840829967692E-4	4.7773045315301673E-4	6.570219814191215E-4	6.901267569252314E-4	5.441760598114163E-4	8.105578372906437E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007204987557307742	0.0	0.009057554803934612	0.0	0.011087146308388977	0.0	0.0	0.0010942851586048727	0.011248260854626109
286	7.58523486340103E-4	7.427769242499064E-4	6.244942319622391E-4	4.6545041227048133E-4	6.990536559770194E-4	6.08138490512478E-4	5.99465565872675E-4	4.952944319405624E-4	0.0010125600193120986	5.60624038946749E-4	9.505763292490427E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007569913181057685	0.0	0.010017837698532386	0.0	0.011328824188963088	0.0	0.0	0.001141108749943897	0.01162617789412227
287	7.834574889023163E-4	8.247738247916038E-4	9.678002148073083E-4	0.001042142275495571	5.108355369539527E-4	8.445810587272239E-4	6.341548473454869E-4	6.115592240922557E-4	3.7791799190776146E-4	7.566503283927241E-4	9.738047552561072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006309224716916293	0.0	0.00844121739016532	0.0	0.010324177166391658	0.0	0.0	7.386856706438558E-4	0.010720096726135107
288	0.0010972735905102383	0.0013172613660597126	9.717793430967634E-4	7.151773403785338E-4	9.56900836624817E-4	0.0014151195322769504	0.0013619317947991825	7.240400955118405E-4	0.0011380841978363121	7.51216764484603E-4	0.0011148310065031734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.041658726582313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006484688255377805	0.0	0.008157383168841912	0.0	0.010400239463010844	0.0	0.0	9.815806441818512E-4	0.010635966509289052
289	5.456128831666492E-4	6.852525002624926E-4	6.957350799069469E-4	8.740176059490671E-4	7.473115803589016E-4	7.692065569251217E-4	0.0010886646452900005	9.159055149586821E-4	8.619819555375038E-4	0.0010920185069079134	0.0012080654197943745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.091006560789047	0.0	127.66135127405519	0.0	0.0	0.0	0.0	3.339544876248929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.985639386902138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061371663587430295	0.0	0.009152639056734791	0.0	0.010324970818577165	0.0	0.0	6.712395765699191E-4	0.010706570858899285
290	6.777704749275639E-4	9.626700925838403E-4	5.763637914607106E-4	4.17103809052315E-4	6.685642118424782E-4	7.775950867395028E-4	5.976235614995931E-4	6.105140580360185E-4	5.413843203323091E-4	6.888781964995387E-4	0.0010808769661295643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.66135127405519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.985639386902138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006407620069216364	0.0	0.010236711129083009	0.0	0.010781867988197719	0.0	0.0	5.545710220058384E-4	0.011460534691209154
291	0.0012917449190487946	0.0013919291788963496	8.207439662136115E-4	0.0011353889041400517	0.0010396366711352542	0.0010570202980725552	7.645605897929371E-4	0.0010970884539747068	8.649687630476541E-4	0.0013929842781112245	0.0013279555052529283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.02197358293056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.985639386902138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005908603696525914	0.0	0.0075217289145604995	0.0	0.01041394892445469	0.0	0.0	4.966347832180001E-4	0.010728183958841349
292	8.865323669176319E-4	7.776697660283898E-4	6.801434299594411E-4	6.531503425683847E-4	0.0010337952572267333	5.590937268994653E-4	6.222799806200479E-4	0.001036004080229341	9.57048743817057E-4	8.701120652654297E-4	0.0010931389958766047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.02197358293056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005997262666942871	0.0	0.00822682273189488	0.0	0.010428767740015561	0.0	0.0	6.310965425049796E-4	0.010570693329144606
293	0.0018780539375129782	8.583748840081182E-4	0.0012372257992831672	0.0010740904116226474	6.209255291859408E-4	0.0012289331659443078	0.0013961896713006797	0.0010210887093779198	0.0011190259526428852	7.594348631120928E-4	0.0010459256001889938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.02197358293056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005431986801673462	0.0	0.008539196725469931	0.0	0.010202579443084163	0.0	0.0	5.58722242034116E-4	0.010626258881712048
294	0.0022947988874057173	0.0011166911939506714	0.001045995135057457	0.0015051525815928508	0.0013970616330135218	9.79412500666137E-4	0.0012476708934813527	7.856284488453847E-4	7.975181821805911E-4	9.972942086229869E-4	9.059005918557266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.02197358293056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005252696925584823	0.0	0.00821883064529932	0.0	0.010002390799035947	0.0	0.0	3.4031822611183676E-4	0.011294720572839732
295	6.566526156287168E-4	8.110632082050244E-4	8.945481863955546E-4	0.0011477855130433796	0.0010851067162146364	8.895121889639689E-4	0.0012690646450884558	0.0010545673999471448	0.0014108202330171402	9.607275371076281E-4	9.212863816300552E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.02197358293056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006031293541499742	0.0	0.008890938648881908	0.0	0.010641676468123449	0.0	0.0	7.422338080958508E-4	0.011493767095548528
