sample	Ne_Aara	Ne_Aqua	Ne_Aara:Aqua	Ne_Amel	Ne_Aara:Aqua:Amel	Ne_Acol	Ne_Agam	Ne_Acol:Agam	Ne_Aara:Aqua:Amel:Acol:Agam	Ne_Amer	Ne_Aara:Aqua:Amel:Acol:Agam:Amer	bmig_Aara_to_Acol	bmig_Aara_to_Aqua	bmig_Aara_to_Amer	bmig_Aara_to_Amel	bmig_Aara_to_Agam	bmig_Aara_to_Acol:Agam	bmig_Aqua_to_Aara	bmig_Aqua_to_Acol	bmig_Aqua_to_Amer	bmig_Aqua_to_Amel	bmig_Aqua_to_Agam	bmig_Aqua_to_Acol:Agam	bmig_Aara:Aqua_to_Amer	bmig_Aara:Aqua_to_Amel	bmig_Aara:Aqua_to_Acol:Agam	bmig_Amel_to_Aara	bmig_Amel_to_Acol	bmig_Amel_to_Aqua	bmig_Amel_to_Amer	bmig_Amel_to_Agam	bmig_Amel_to_Acol:Agam	bmig_Amel_to_Aara:Aqua	bmig_Aara:Aqua:Amel_to_Amer	bmig_Aara:Aqua:Amel_to_Acol:Agam	bmig_Acol_to_Aara	bmig_Acol_to_Aqua	bmig_Acol_to_Amer	bmig_Acol_to_Amel	bmig_Acol_to_Agam	bmig_Agam_to_Aara	bmig_Agam_to_Acol	bmig_Agam_to_Aqua	bmig_Agam_to_Amer	bmig_Agam_to_Amel	bmig_Acol:Agam_to_Aara	bmig_Acol:Agam_to_Aqua	bmig_Acol:Agam_to_Amer	bmig_Acol:Agam_to_Amel	bmig_Acol:Agam_to_Aara:Aqua	bmig_Acol:Agam_to_Aara:Aqua:Amel	bmig_Aara:Aqua:Amel:Acol:Agam_to_Amer	bmig_Amer_to_Aara	bmig_Amer_to_Acol	bmig_Amer_to_Aqua	bmig_Amer_to_Amel	bmig_Amer_to_Agam	bmig_Amer_to_Acol:Agam	bmig_Amer_to_Aara:Aqua	bmig_Amer_to_Aara:Aqua:Amel	bmig_Amer_to_Aara:Aqua:Amel:Acol:Agam	height_Aara	height_Aqua	height_Aara:Aqua	height_Amel	height_Aara:Aqua:Amel	height_Acol	height_Agam	height_Acol:Agam	height_Aara:Aqua:Amel:Acol:Agam	height_Amer	height_Aara:Aqua:Amel:Acol:Agam:Amer
996	0.0010567723140157842	7.044518754149777E-4	7.296904947094074E-4	0.0010411140920656128	8.669952460069909E-4	9.189086689523264E-4	0.0013051625445358998	6.013137907230583E-4	0.0015050298159871376	0.0010412135395836562	0.0012520574031757777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06086110656672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006375431372601516	0.0	0.008199272805090882	0.0	0.0	0.001198980200062632	0.010076849996125133	0.0	0.010700701965189045
997	0.0010663373514132179	0.0010408205496195459	0.0011165326149155318	7.93312904339063E-4	7.83512188733768E-4	7.698532431793485E-4	8.288915065168928E-4	8.113904923364482E-4	9.550156042505906E-4	6.30538985025892E-4	0.0011314966730217354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.288386096450216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.238421879498443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00620119724343624	0.0	0.008186484818996717	0.0	0.0	0.0011517046674482546	0.010526756737792395	0.0	0.010966179020768225
998	0.0012161203670044971	0.0011252039632251652	8.095606936519169E-4	7.266965189007271E-4	0.0010796696465244112	6.846066135257209E-4	0.001188523246816613	7.967031936476507E-4	8.693880281351175E-4	6.24606266118525E-4	0.001254812372561173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005440060025999742	0.0	0.007047198238638989	0.0	0.0	7.073481438083524E-4	0.009554880377275591	0.0	0.010086036250758218
999	6.844654394589059E-4	0.0013776491871047127	0.0014117324755050953	0.001638398500916022	0.0010102767949471672	0.001175747334043885	7.519601285409837E-4	0.0010217277012925204	0.0012663165659731138	0.0012464024172080756	0.0015196613433550111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005295113472613412	0.0	0.008029618563737245	0.0	0.0	0.0010012457696156867	0.010153536135059467	0.0	0.010532290265875406
1000	0.0011281951842707274	0.0016523929422750275	9.160562035045656E-4	8.95456557530405E-4	0.0014129036797443963	0.0012693798578574422	0.0010263406662537654	8.979644508928552E-4	0.0013001398467475118	0.0014319426235049524	0.0011627372746255838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005554324776970605	0.0	0.007366871836836907	0.0	0.0	0.0010286954012968374	0.009608335197860779	0.0	0.009710884772754409
1001	0.001432168660378174	6.889206030564203E-4	8.458246155696265E-4	0.0011859079412381377	7.717376242903578E-4	9.038384935259248E-4	8.706460014149024E-4	5.501652008597949E-4	0.0010434882956237871	8.789973606568547E-4	0.0012805756021568983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006239446178275134	0.0	0.009294111285018261	0.0	0.0	0.0012781998501049507	0.010125017352669108	0.0	0.010947133942860846
1002	9.781538620885187E-4	9.011678810587494E-4	6.875629727955149E-4	7.442724311347157E-4	8.044231435372876E-4	0.0011463836659509159	7.204413492664354E-4	7.435929782720605E-4	0.0010172551240365843	8.485133800890664E-4	0.0012378962162908202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006111749943965367	0.0	0.008769111117647731	0.0	0.0	0.0012336891158388954	0.009794868730439879	0.0	0.01065544541409277
1003	8.070492649641005E-4	6.903342103641621E-4	0.0010128545683669814	7.803408227890721E-4	7.174865398514474E-4	7.734668692232104E-4	9.492329998714452E-4	6.666991186518452E-4	9.726697912384655E-4	5.33806959150411E-4	0.001207108697631449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006049428719848323	0.0	0.008683256222637622	0.0	0.0	0.0011785559694503303	0.010125794521187038	0.0	0.010579266346365888
1004	8.755834331477725E-4	9.370855869153372E-4	7.208244794913185E-4	6.303785784935809E-4	4.3134187368845184E-4	7.635687499315351E-4	7.703547369469114E-4	5.227379687966378E-4	9.362037076232832E-4	8.923991861281697E-4	0.0011916612281112945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006311393917087593	0.0	0.008899301082780036	0.0	0.0	0.0011918478531925368	0.010879091896556293	0.0	0.011042206070431784
1005	0.0017285770239984881	0.0011076028708820495	8.989383470056247E-4	8.082112504140495E-4	9.005976238067612E-4	0.0010999406943247145	6.784693083963237E-4	9.41929358190565E-4	9.70156967128745E-4	9.735831713335101E-4	8.002039630914309E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00606820276394484	0.0	0.008937275387395537	0.0	0.0	0.0011151334768931074	0.010137103567334438	0.0	0.01116967426598136
1006	7.733571482563237E-4	6.193076968252289E-4	6.165440304325378E-4	7.679748411517618E-4	9.39345890865596E-4	9.668154232041761E-4	7.010762805021273E-4	5.788736946636309E-4	0.0011181678132632692	7.10001475003556E-4	7.332512472603304E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006237962312740356	0.0	0.00864312817103149	0.0	0.0	0.001606350847949951	0.010590608282925882	0.0	0.011642625698575772
1007	0.0011846573306451306	7.396314339354675E-4	0.001036344429960865	6.94149551464686E-4	0.0012328928091339477	7.681062669199933E-4	8.419353779934273E-4	6.944405585294719E-4	0.0011598313218826556	9.245052269007396E-4	8.478193510988674E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056823485497280455	0.0	0.007849548701654184	0.0	0.0	0.0015476460228737495	0.010280373211037168	0.0	0.011315478284252597
1008	0.0012453825599157199	9.732230961545669E-4	7.8491778904777E-4	9.718951264211628E-4	7.957022817255086E-4	9.952995903063245E-4	0.0011405017166279023	8.635123373681574E-4	9.01187803401545E-4	8.850927683518941E-4	7.814599822616231E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005902755549222622	0.0	0.008011740015610391	0.0	0.0	0.0013560710395329363	0.010420050270888936	0.0	0.011258543954114974
1009	6.050685442894653E-4	7.266939759312646E-4	6.801838400179038E-4	5.753633815649672E-4	8.769031237510895E-4	7.817736434939592E-4	0.001076188541684554	6.78281162693293E-4	5.518592723274568E-4	8.398563079639559E-4	6.876005058583752E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006195463351668478	0.0	0.008638970098787878	0.0	0.0	0.0014042042193728992	0.011021611039415048	0.0	0.011698209684572752
1010	7.22590643303135E-4	0.0010193979593520527	8.591524018718116E-4	7.652306469998697E-4	0.001081473673589994	8.480091185580878E-4	8.388622371808459E-4	9.841162587334875E-4	6.196555649909114E-4	0.0012273108896684233	0.001327249891267829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00630153274775529	0.0	0.008561919146967462	0.0	0.0	0.0013015044979942398	0.01099360263980017	0.0	0.011255949196311853
1011	0.0015438485349452678	0.0013644579232770676	0.0016745452751497946	0.0013385657735043965	0.0014519438863606568	0.0015708476503251644	9.680305777924424E-4	0.0013250843799971466	0.0011351717682972179	0.0011399355232914517	0.0012442556966423446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005904579841258416	0.0	0.008658902821998882	0.0	0.0	7.126168572079965E-4	0.010946698507924188	0.0	0.011426489717653936
1012	0.0010059644142775225	0.0010634949789859267	8.62714414185568E-4	8.451758744141176E-4	0.0016411221597132893	0.0013165968303051312	0.001044556054613266	7.753844334954321E-4	9.054067301431599E-4	0.0015452627032837385	0.0014304761962166685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005470036077412245	0.0	0.008399812891635217	0.0	0.0	7.396245305445522E-4	0.010615703527513719	0.0	0.01108716166940746
1013	0.0015719023420221467	0.0011269055122371896	9.110374278289989E-4	0.0012532416594228076	0.0017682340165626508	8.918340633797019E-4	9.995499945137098E-4	7.552196781644085E-4	0.0011961620227390118	6.723896339348113E-4	0.0013518513692680968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005688474164696364	0.0	0.008170171442089785	0.0	0.0	7.93588494635216E-4	0.01054723636891505	0.0	0.012320086568780341
1014	0.0015288372480394743	0.0014145776885893288	9.042459498799009E-4	0.0013239340026068953	0.0012564484870147608	0.0013830075748036766	9.188262944155811E-4	9.11395523224248E-4	8.359228413131348E-4	0.0012864519595646136	0.0013674432463524886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005811809300819101	0.0	0.008165224439397201	0.0	0.0	8.162368558213388E-4	0.010757790358789895	0.0	0.011341948113536887
1015	8.796374405184384E-4	7.816284037232755E-4	6.32596026741602E-4	6.250481784193491E-4	8.789912974413664E-4	6.470033740219217E-4	7.644582040712402E-4	8.675299825484365E-4	0.001069550124911025	5.932411665854105E-4	8.850197313449376E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.2511796993076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006079053210630194	0.0	0.008057385641048973	0.0	0.0	7.118934657515015E-4	0.010834969733914193	0.0	0.011014218446544934
1016	8.295372517480432E-4	0.0010600470915198964	0.0011971791321523221	8.439605671583599E-4	0.0011929817265939645	5.754433045097294E-4	6.763197888311513E-4	7.525726850668123E-4	0.0011197388478675235	7.078338512120088E-4	8.35978793457887E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.47107514878569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005870469575087773	0.0	0.008522437949090855	0.0	0.0	7.85999854853503E-4	0.010498761851039979	0.0	0.010886559392502224
1017	5.308821489504209E-4	7.387511123344158E-4	7.710508730691044E-4	7.300590043667642E-4	9.727709244441139E-4	8.1916764516225E-4	5.878371867102317E-4	6.974583533819257E-4	6.921992010702662E-4	7.334610265155188E-4	9.94517062265392E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.462668799929066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.140962704053484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062226242291057695	0.0	0.007965317810550264	0.0	0.0	8.573144529964889E-4	0.010455383658824377	0.0	0.010680356692261014
1018	8.63602932463775E-4	8.115987104544281E-4	6.416688240832909E-4	9.270455863046973E-4	8.502062529781047E-4	7.425786544866133E-4	9.950456139965571E-4	7.363071883954204E-4	8.862344653622421E-4	7.994551211950937E-4	0.0010636317859485658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.462668799929066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.140962704053484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006354388054644262	0.0	0.007731761477740272	0.0	0.0	7.369235260531737E-4	0.010381380060122375	0.0	0.010677636563560355
1019	7.411020684829084E-4	8.251460571889413E-4	7.094475309700426E-4	0.0012780397172006235	9.663345947828524E-4	7.91308977067949E-4	0.0010992838696427987	0.0010758037951184647	6.312506058275342E-4	6.144644627106048E-4	9.83796269760413E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.462668799929066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.140962704053484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006242262588386445	0.0	0.007360997060211469	0.0	0.0	6.670421373525422E-4	0.010512919054174707	0.0	0.010600674728622929
1020	8.333487929474532E-4	8.951493909757315E-4	0.0010140669352643357	9.032439822767192E-4	6.339879804682515E-4	6.791490439053406E-4	8.178112354219459E-4	8.951660149684794E-4	0.001170911066662174	5.339102795702022E-4	0.0013575412003057079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.462668799929066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063106193407245475	0.0	0.007899340505444708	0.0	0.0	6.158688031414755E-4	0.009950311051668919	0.0	0.011263314908198378
1021	8.316433282277527E-4	0.0010326650497447904	5.635919076626484E-4	0.0010326842275674769	0.001026794794587198	9.731168742931388E-4	0.0015660909399895946	7.509367353432043E-4	9.15298108182432E-4	0.0014679746988994315	0.0012879459781255764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006243763295722803	0.0	0.007791826532272273	0.0	0.0	7.65709482676645E-4	0.010065161780604192	0.0	0.01130556241445039
1022	0.0016827726978346634	9.343754227469035E-4	0.0010098018200529288	0.0016081813031637456	9.723739039337249E-4	0.0011684845130026976	0.0010022778939198624	7.90628707596278E-4	0.0012399878674619095	0.0012623785548523333	0.0010536141141600397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006128316404396561	0.0	0.0077835621157402125	0.0	0.0	0.0010219922832689823	0.009980169855524917	0.0	0.010865186345298606
1023	0.0010189427569569946	8.740210130141206E-4	0.001142417488426709	0.001765676461307043	0.0018775973112972889	0.0014364407298455728	0.0015217948766705492	0.0011794144786180698	0.0014852122741157768	0.0011851178088123934	0.0013089793608950485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.449052974134677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006014084480163096	0.0	0.007892621649649835	0.0	0.0	0.0010350298881111521	0.009758869164907098	0.0	0.010604732711766878
1024	7.033576248983508E-4	0.0010613053446519411	6.78015337654376E-4	7.487231492698853E-4	8.482634843820391E-4	7.933120448788243E-4	9.363699835607225E-4	5.00384787196756E-4	8.370769138399278E-4	5.566185872238278E-4	0.0012340280864287817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.449052974134677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00581199072060654	0.0	0.008034808807617649	0.0	0.0	0.001137292317691772	0.009551782167219764	0.0	0.010191025763172587
1025	4.458183502083054E-4	8.058484825472537E-4	6.52720941121338E-4	9.305049635311792E-4	6.067201909548397E-4	9.794873036842527E-4	7.979219181168745E-4	4.8171716933689774E-4	6.98768671455246E-4	0.0011144181003766296	7.424888793984784E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005673191473676312	0.0	0.008317855843712064	0.0	0.0	0.0011360885294730907	0.00977361231592953	0.0	0.010249598476693274
1026	5.511630400725702E-4	9.338841884513304E-4	7.079199719721019E-4	8.544652692255663E-4	7.607721510480325E-4	0.0012230028238728533	8.871823753596866E-4	5.620965280911461E-4	9.165098347531391E-4	5.300611774478354E-4	8.220389085740117E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006069525691007482	0.0	0.008554296956535522	0.0	0.0	0.0010478865391355275	0.010235806464263489	0.0	0.010596532327158384
1027	6.95685625406388E-4	6.172931443265858E-4	9.899368982782862E-4	0.001266725468929996	8.531031426179519E-4	6.894323045544756E-4	6.784019353768602E-4	6.071294299874254E-4	9.229215729381792E-4	9.701089963745589E-4	7.894178201642575E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005723330749016396	0.0	0.00838758707952953	0.0	0.0	9.92260429952315E-4	0.010181494515091677	0.0	0.011145410313318768
