sample	Ne_Aara	Ne_Aqua	Ne_Aara:Aqua	Ne_Amel	Ne_Aara:Aqua:Amel	Ne_Acol	Ne_Agam	Ne_Acol:Agam	Ne_Aara:Aqua:Amel:Acol:Agam	Ne_Amer	Ne_Aara:Aqua:Amel:Acol:Agam:Amer	bmig_Aara_to_Acol	bmig_Aara_to_Aqua	bmig_Aara_to_Amer	bmig_Aara_to_Amel	bmig_Aara_to_Agam	bmig_Aara_to_Acol:Agam	bmig_Aqua_to_Aara	bmig_Aqua_to_Acol	bmig_Aqua_to_Amer	bmig_Aqua_to_Amel	bmig_Aqua_to_Agam	bmig_Aqua_to_Acol:Agam	bmig_Aara:Aqua_to_Amer	bmig_Aara:Aqua_to_Amel	bmig_Aara:Aqua_to_Acol:Agam	bmig_Amel_to_Aara	bmig_Amel_to_Acol	bmig_Amel_to_Aqua	bmig_Amel_to_Amer	bmig_Amel_to_Agam	bmig_Amel_to_Acol:Agam	bmig_Amel_to_Aara:Aqua	bmig_Aara:Aqua:Amel_to_Amer	bmig_Aara:Aqua:Amel_to_Acol:Agam	bmig_Acol_to_Aara	bmig_Acol_to_Aqua	bmig_Acol_to_Amer	bmig_Acol_to_Amel	bmig_Acol_to_Agam	bmig_Agam_to_Aara	bmig_Agam_to_Acol	bmig_Agam_to_Aqua	bmig_Agam_to_Amer	bmig_Agam_to_Amel	bmig_Acol:Agam_to_Aara	bmig_Acol:Agam_to_Aqua	bmig_Acol:Agam_to_Amer	bmig_Acol:Agam_to_Amel	bmig_Acol:Agam_to_Aara:Aqua	bmig_Acol:Agam_to_Aara:Aqua:Amel	bmig_Aara:Aqua:Amel:Acol:Agam_to_Amer	bmig_Amer_to_Aara	bmig_Amer_to_Acol	bmig_Amer_to_Aqua	bmig_Amer_to_Amel	bmig_Amer_to_Agam	bmig_Amer_to_Acol:Agam	bmig_Amer_to_Aara:Aqua	bmig_Amer_to_Aara:Aqua:Amel	bmig_Amer_to_Aara:Aqua:Amel:Acol:Agam	height_Aara	height_Aqua	height_Aara:Aqua	height_Amel	height_Aara:Aqua:Amel	height_Acol	height_Agam	height_Acol:Agam	height_Aara:Aqua:Amel:Acol:Agam	height_Amer	height_Aara:Aqua:Amel:Acol:Agam:Amer
357	0.001175663360664542	8.331911631426341E-4	6.533244060929729E-4	6.624903941881835E-4	8.520055668171314E-4	0.0014135479328229524	0.001262080047469288	8.047154900792968E-4	8.256970723344742E-4	8.765448058696141E-4	7.330731398819723E-4	6.039620451083591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.329846680849265	0.0	31.45717285177923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.668588133983176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005462255594611071	0.0	0.007791415909260833	0.0	0.0	5.155972760703363E-4	0.011266503812682982	0.0	0.011930567419968924
358	8.898929915762211E-4	6.859823153192938E-4	7.830229746564283E-4	0.001261197519091415	0.0011071707047190544	0.0010358503727993986	0.0015778039018094858	0.0010970272186498445	0.001030280683359887	7.599843912457743E-4	7.884938377836693E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.45717285177923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.962762285115533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.805895415500272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005316643898728299	0.0	0.007468165059741391	0.0	0.0	4.2720899935388794E-4	0.011361971474456448	0.0	0.011403954209812524
359	0.0010101580143801246	6.993131285027558E-4	0.001045578096113445	0.0010849989244638143	0.0012239551207695813	7.713795579536094E-4	0.0017299009809669862	0.0011071724639673125	0.0011513204298022784	7.790709558111159E-4	7.921857043493059E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.45717285177923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004888301426454391	0.0	0.007472922672355456	0.0	0.0	5.98174045896082E-4	0.01021531311630763	0.0	0.01069526966220958
360	7.061029568859491E-4	9.89427447136935E-4	0.001254715501056967	6.758769340833471E-4	0.0013468711714429542	0.0010909542107692763	6.944133206418338E-4	9.761696198596137E-4	7.265652846272675E-4	6.875577074441271E-4	9.62648057132136E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.4650388757145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004087126270314432	0.0	0.008122857180585846	0.0	0.0	7.59215331879351E-4	0.010361923279500997	0.0	0.011197203131731996
361	0.0010855842173581134	8.272220338978821E-4	0.0012984030367739706	5.779524496948284E-4	0.0016033093250993882	9.526533292882731E-4	7.911194250455063E-4	8.206852904510769E-4	9.358603066186704E-4	8.550959395007859E-4	9.394575060548433E-4	0.0	2.7206036711804242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.4650388757145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037335837424464797	0.0	0.007786731809477402	0.0	0.0	8.451366731993207E-4	0.01080447789312116	0.0	0.01126247800813103
362	0.001304128274990817	0.0010898527337284076	0.0013016236503255426	0.0011360841327039412	0.0010366519786909594	0.0010505829285925832	7.73337672107921E-4	7.351435280665802E-4	0.001166647016216417	0.0012915435806102676	0.0013737499401772486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.332695972378717	0.0	0.0	0.0	6.6046506572642665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.236812011672283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004602643313784075	0.0	0.006736967270229372	0.0	0.0	9.637555283498519E-4	0.009515483035997705	0.0	0.009973738659232219
363	0.0016075524528042537	9.913550475348684E-4	0.001220420856649114	0.0014274658896351337	0.001232291075014624	7.760578877144381E-4	0.001042336254859584	6.95888109443429E-4	0.0011553659485758199	0.0011131244251910014	0.001404849955403903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.233718934398012	0.0	0.0	0.0	0.0	0.0	0.0	26.977383206332703	0.0	0.0	0.0	0.0	11.546533099971603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005209376747856849	0.0	0.007740383043141692	0.0	0.0	0.0012528831087490148	0.01075926217542515	0.0	0.010813097304031547
364	5.11367903227064E-4	6.152659081653726E-4	7.877456775249759E-4	0.0011219845675562628	7.895093255597816E-4	5.10561002290334E-4	7.19328856267888E-4	8.149371428416151E-4	8.495848891716428E-4	8.291439415634184E-4	9.242231444090899E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062903200976291975	0.0	0.008294769564716465	0.0	0.0	7.396568978688591E-4	0.010735346943676064	0.0	0.011167913507994112
365	6.912579031932552E-4	7.015474433576897E-4	5.616177085532474E-4	7.994186854515007E-4	7.967070125447887E-4	9.985309993275433E-4	5.975597454289683E-4	6.208750774001761E-4	7.716873563530358E-4	6.277311351852944E-4	8.367029638113912E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00660766325626681	0.0	0.00829227570059205	0.0	0.0	8.395421391355577E-4	0.011465151997348528	0.0	0.011860489582976478
366	5.735061764227186E-4	7.355065032120517E-4	5.630326147779578E-4	6.895633085541891E-4	0.001120355732318704	7.504662921779998E-4	5.394232203763852E-4	6.098953774132982E-4	4.4485268164884666E-4	7.535688385463034E-4	6.399705906011727E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006336464377533515	0.0	0.008464457139238815	0.0	0.0	0.0011246970556041593	0.010933405833921881	0.0	0.011559426069929098
367	6.878724143882293E-4	6.752512823047478E-4	7.479034714140024E-4	9.318951189808823E-4	8.005056477645222E-4	5.498283062740022E-4	0.0010171361992399946	8.179235069553282E-4	0.0010098742828762279	7.138802718563917E-4	5.905275696297038E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005459737379779079	0.0	0.008439973044239843	0.0	0.0	0.0012146593101912146	0.010749397392679438	0.0	0.011892463648927374
368	0.001213955934638298	7.717428241801981E-4	7.605337749408517E-4	0.0011029902694847404	7.084560301550655E-4	6.611036673676462E-4	7.82768286854029E-4	5.307159717355571E-4	8.775432064114897E-4	9.014126504259172E-4	6.403726105222903E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005201307287313561	0.0	0.008291866518687178	0.0	0.0	0.0010046522918303446	0.010453864923289908	0.0	0.011495321885652915
369	0.0012234571483385782	6.008853599828109E-4	0.0010609046533898597	0.001194576946222655	0.0013068689825961664	8.382990879116147E-4	9.540095344166903E-4	7.588797989244966E-4	9.083537411797011E-4	6.690026690581455E-4	9.388375755579557E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6474153005462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005359066932322033	0.0	0.00828682357065958	0.0	0.0	7.816574294631923E-4	0.010549692231443327	0.0	0.011192942338790878
370	0.0010927509129693355	9.940868516344504E-4	8.89173649617627E-4	8.248950590976285E-4	7.642945436114501E-4	9.468602673847804E-4	7.780300788816933E-4	4.7027416154542246E-4	0.0012921672705927985	9.468023407096732E-4	0.0010581292062540252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6474153005462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004897044516221802	0.0	0.008254865503358941	0.0	0.0	0.0010449314666190635	0.009615317279478959	0.0	0.011016552899743416
371	0.0011816010642950025	0.0019170092852787068	0.0011735786900441512	9.554165821097462E-4	9.80483187308154E-4	9.182376976949294E-4	0.001451576184830372	6.158265908367194E-4	8.489478122162965E-4	8.759233537659181E-4	0.0012154039769908683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6474153005462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005114316961304539	0.0	0.008104813028677348	0.0	0.0	8.861272690107776E-4	0.009587288399176759	0.0	0.009976778632809269
372	0.001057402423952062	6.575738823065061E-4	8.925620706228118E-4	9.026946054913899E-4	8.433328858733137E-4	0.0013863791694185875	0.001176895994450765	0.0013232096679073732	0.0015071647650550957	8.273384439779248E-4	0.0011568615960373119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.889383225166512	0.0	0.0	0.0	0.0	0.0	0.0	0.0050723768456092605	0.0	0.008040020564298237	0.0	0.0	0.0014873890129870875	0.009053557730005954	0.0	0.010846338049416987
373	8.889148856573617E-4	7.288823358183756E-4	8.375283125906463E-4	9.605682891886468E-4	0.0012669684332499934	0.0010899177775462814	0.0014801448911039175	0.0014255604049106581	0.001407550518556246	0.0013325327704570929	0.0010594420231043857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.353317532928774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.889383225166512	0.0	0.0	0.0	0.0	0.0	0.0	0.004866901446382948	0.0	0.007464082808243171	0.0	0.0	0.001236105339548937	0.009019498356908271	0.0	0.01031737263443901
374	7.838566809110025E-4	0.0010366642347567991	9.103675202783004E-4	0.0015296759122840609	0.0011858323962421458	7.583638544703768E-4	0.0011716804467389395	8.819542017057445E-4	0.0016667084625359696	9.315672942003905E-4	0.0011731071909527886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.48201692460684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.011781414228707	0.0	0.0	0.0	0.0	1.734723475976807E-18	1.734723475976807E-18	0.005769869486669444	1.734723475976807E-18	0.007594586635855652	0.0	0.0	0.001393221366036406	0.008836385870581784	1.734723475976807E-18	0.0103306891767396
375	8.805334654827723E-4	0.0014048652631983268	0.0014577048352845678	6.856267145879977E-4	0.0012133652847206278	8.414517036924249E-4	8.913898212647134E-4	9.547410600413338E-4	0.001010177626174478	9.445383312735526E-4	0.0010127541661961342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.48201692460684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005330681876121876	0.0	0.007481943664353793	0.0	0.0	0.0011861258518589633	0.00885730699852038	0.0	0.00984625510536342
376	0.0015465535926875871	0.0014327200327949334	0.0011095995437796953	0.0011220766252082134	0.0015103936956043693	0.0011508105415753652	0.0011538907844921525	0.0012606735391905478	0.0010960855826199632	0.001151443227858672	0.001376565724485917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.48201692460684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005231169743664424	0.0	0.007600052072195625	0.0	0.0	0.0012713427163375795	0.008567184014078789	0.0	0.01046347053411343
377	0.001784388267488176	8.697171301042724E-4	9.485387543449821E-4	8.802921212908728E-4	8.936416551746762E-4	9.608659000876913E-4	0.00133833281335274	8.702120995468946E-4	0.001022735508680671	8.61639980745184E-4	0.00132808115353206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.48201692460684	0.0	0.0	0.0	0.0	0.0	0.0	3.96273218365285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005147965801469897	0.0	0.007778859915641212	0.0	0.0	0.0014908986780887666	0.009264078457545578	0.0	0.009710309813242217
378	9.513356471119465E-4	6.877523284241648E-4	8.315451480109513E-4	5.749788941463682E-4	6.098648833815799E-4	9.358054081256382E-4	7.734319202565883E-4	0.0010160007679014466	9.099114067788791E-4	0.0011514794216721557	0.0011426590630859202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005641095530840941	0.0	0.008775835543756483	0.0	0.0	0.0015710010363649343	0.009719010417119697	0.0	0.01093058221171177
379	7.666916019694295E-4	6.96282172627884E-4	8.637095953029998E-4	6.817586921713767E-4	5.894275793792153E-4	8.062970402000441E-4	5.435115807950757E-4	7.291508566146791E-4	8.192616333321475E-4	5.485439835612423E-4	0.0011327009975119645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.734723475976807E-18	1.734723475976807E-18	0.006080112594379155	1.734723475976807E-18	0.009014231360162392	0.0	0.0	0.001379290750362576	0.010243502806453336	1.734723475976807E-18	0.010558583735039786
380	8.802314658801422E-4	0.0016822902969904783	9.919156051793835E-4	9.286617184810077E-4	6.892941478318064E-4	0.0018426712865225491	8.406877970007164E-4	0.0010296832787166812	0.0011369051395833652	8.827611889760663E-4	0.0011828727678187766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006569132401934137	0.0	0.00891787039347101	0.0	0.0	0.0012180506013812816	0.010165334190412965	0.0	0.011016984712910542
381	0.0012385303412941276	0.0012532639725873964	9.765350320341705E-4	8.657684661364643E-4	0.001105015779088113	0.0018906011734666224	7.65481040991993E-4	9.79538159974775E-4	0.0011261670773390657	9.6400648452122E-4	0.0010744529918173948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.65675904503078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006337633218624726	0.0	0.008490444247834435	0.0	0.0	0.0010939673790304524	0.009891473353412911	0.0	0.010499753692848555
382	0.0010949604719740634	9.606157959758203E-4	0.0011656170348675562	0.0014172128797886295	0.0014001574039035859	0.0010548901903802382	0.0015616904210557251	7.986435032094304E-4	0.0012212294912437613	8.869448940999132E-4	0.0012350414575869296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.903616993418798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006677843072283555	0.0	0.007744731534399141	0.0	0.0	0.0011926229491054895	0.009868024128691774	0.0	0.010797009762692968
383	0.0013112909955180444	0.0014689617812292757	0.0010452202396038662	7.899559766205868E-4	0.0016377166025409548	9.177737514489379E-4	0.0015700045148901239	9.389261557335678E-4	0.0010151510252634803	0.0011219198463303674	0.0011557237888349108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006604547742074453	0.0	0.00823014835041663	0.0	0.0	0.0011829950064564214	0.009899941291592109	0.0	0.010599142479139931
384	0.0013311788695509665	0.0012295907484810235	8.844859384822695E-4	0.001093977336494042	0.0013708465453968334	7.514534039946822E-4	0.0012411620723074555	7.859257669935622E-4	8.014968713028487E-4	7.947477755781652E-4	9.67395678165055E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006042639961994288	0.0	0.007534564538664284	0.0	0.0	0.0012580282701687602	0.009804789194367957	0.0	0.010357180289642581
385	7.788791657903491E-4	9.805151264174236E-4	6.73268393629578E-4	8.211153484548792E-4	0.0011874837822241676	0.0013229021182979298	9.275780119167855E-4	0.0012443986274096128	6.617305883211948E-4	7.057989136324204E-4	6.885211200182763E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005962789305438576	0.0	0.0072611295615353545	0.0	0.0	8.433661226639258E-4	0.009575985002731054	0.0	0.010247224299756484
386	7.414368595873477E-4	8.036306244380626E-4	6.86798979490882E-4	8.147861682186287E-4	0.0011978592579409678	0.001079066985567556	7.954408741928174E-4	0.00110853157482624	0.0014081738358694789	9.02607838688754E-4	9.145554031181183E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0404297428656144	0.0	0.0	0.0	0.006868088759378091	0.0	0.008089168344497745	0.0	0.0	5.413742115474938E-4	0.010538329936922435	0.0	0.01110956624563089
387	8.398255885930841E-4	9.203529866757086E-4	7.307435735689059E-4	6.18513684512062E-4	0.0010461716969235178	0.0010574970937666333	7.690779890172703E-4	0.0012510549134705944	8.380396203217964E-4	0.001152167171182065	0.0010937694253226426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.837162295594213	0.0	0.0	0.0	0.006877535828582346	0.0	0.008035733032536154	0.0	0.0	9.621073884756599E-4	0.010314766682024967	0.0	0.010430020664845092
388	0.0016188311884270182	0.001302475400433097	9.841751269842947E-4	8.690312204693211E-4	0.001207741151129449	0.0018313645958245785	0.0016829766925846334	0.0010274664834328392	0.0017266254207393388	8.625159067944129E-4	0.0015600190961633233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.837162295594213	0.0	0.0	0.006838226567222413	0.0	0.007871807708301502	0.0	0.0	8.916772227783639E-4	0.010339463564050466	0.0	0.010754045128611014
