sample	Ne_Aara	Ne_Aqua	Ne_Aara:Aqua	Ne_Amel	Ne_Aara:Aqua:Amel	Ne_Acol	Ne_Agam	Ne_Acol:Agam	Ne_Amer	Ne_Acol:Agam:Amer	Ne_Aara:Aqua:Amel:Acol:Agam:Amer	bmig_Aara_to_Acol	bmig_Aara_to_Aqua	bmig_Aara_to_Amer	bmig_Aara_to_Amel	bmig_Aara_to_Agam	bmig_Aara_to_Acol:Agam	bmig_Aqua_to_Aara	bmig_Aqua_to_Acol	bmig_Aqua_to_Amer	bmig_Aqua_to_Amel	bmig_Aqua_to_Agam	bmig_Aqua_to_Acol:Agam	bmig_Aara:Aqua_to_Amer	bmig_Aara:Aqua_to_Amel	bmig_Aara:Aqua_to_Acol:Agam	bmig_Amel_to_Aara	bmig_Amel_to_Acol	bmig_Amel_to_Aqua	bmig_Amel_to_Amer	bmig_Amel_to_Agam	bmig_Amel_to_Acol:Agam	bmig_Amel_to_Aara:Aqua	bmig_Aara:Aqua:Amel_to_Amer	bmig_Aara:Aqua:Amel_to_Acol:Agam	bmig_Aara:Aqua:Amel_to_Acol:Agam:Amer	bmig_Acol_to_Aara	bmig_Acol_to_Aqua	bmig_Acol_to_Amer	bmig_Acol_to_Amel	bmig_Acol_to_Agam	bmig_Agam_to_Aara	bmig_Agam_to_Acol	bmig_Agam_to_Aqua	bmig_Agam_to_Amer	bmig_Agam_to_Amel	bmig_Acol:Agam_to_Aara	bmig_Acol:Agam_to_Aqua	bmig_Acol:Agam_to_Amer	bmig_Acol:Agam_to_Amel	bmig_Acol:Agam_to_Aara:Aqua	bmig_Acol:Agam_to_Aara:Aqua:Amel	bmig_Amer_to_Aara	bmig_Amer_to_Acol	bmig_Amer_to_Aqua	bmig_Amer_to_Amel	bmig_Amer_to_Agam	bmig_Amer_to_Acol:Agam	bmig_Amer_to_Aara:Aqua	bmig_Amer_to_Aara:Aqua:Amel	bmig_Acol:Agam:Amer_to_Aara:Aqua:Amel	height_Aara	height_Aqua	height_Aara:Aqua	height_Amel	height_Aara:Aqua:Amel	height_Acol	height_Agam	height_Acol:Agam	height_Amer	height_Acol:Agam:Amer	height_Aara:Aqua:Amel:Acol:Agam:Amer
197	5.975418777434382E-4	0.0012893082514604268	8.476330758990995E-4	8.004304020651301E-4	0.0015513821865660068	0.0011003507793281113	7.654970655059705E-4	0.0011330946530868531	8.694919648684577E-4	8.289439857994831E-4	9.217992946800901E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.4650388757145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004944365435916492	0.0	0.007601986814808812	0.0	0.0	4.598848220490979E-4	0.0	0.010501118625377007	0.010761612327443135
198	8.066114389713093E-4	8.776600788660752E-4	7.253593109380534E-4	0.001010306009270983	0.0012305908623435541	0.0011776446532246014	7.417130160724749E-4	9.439856061995768E-4	7.5750057720008E-4	9.95170749255872E-4	9.62851165768222E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.4650388757145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043889662328801295	0.0	0.006962342242032609	0.0	0.0	1.295781671333783E-4	0.0	0.009578379953176458	0.009940309047588214
199	0.0019623201541157194	9.71007805393713E-4	0.0011522228955855992	0.0014621014835280027	0.0013941504881259013	0.0015763030035057613	0.0015504333071883767	0.0016048566522490792	0.0015808145080908973	0.0024001240342451874	0.0016729151504864355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.332695972378717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041769279978235985	0.0	0.006620567307735406	0.0	0.0	9.92758158851319E-4	0.0	0.00805239226714827	0.00942867217483521
200	0.0010629013643411772	0.001552407881345213	0.001277986757203745	0.0013062121698018416	0.0014459614032719767	0.0011573343756231833	9.904638404305503E-4	7.688561611121904E-4	9.978085755202144E-4	0.001331301555463843	0.001730709803730535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.332695972378717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.236812011672283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004333498068831455	0.0	0.006537345494242351	0.0	0.0	9.100300106008978E-4	0.0	0.00902249527595797	0.009814236995907203
201	0.0012952459965376365	0.0014389360839052853	0.0018452853343753563	0.0013067453444302313	9.691306799383354E-4	0.0011578727160052272	0.00212688323979212	9.595896772811285E-4	0.001902795649076449	8.088528166427686E-4	0.001349787116141957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.977383206332703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004899868329897668	0.0	0.008309741465869866	0.0	0.0	0.0012987190809950738	0.0	0.010586045544042404	0.010846814537901957
202	0.0017032211842699806	9.827628319248908E-4	0.0012274437848309849	9.17422249680735E-4	0.0013041853470248637	0.0012479947277946643	0.0010513926461112025	8.857131393748746E-4	0.0010180791640161243	7.982934768500051E-4	9.630106146601867E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.977383206332703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005347622934116497	0.0	0.009034592137181925	0.0	0.0	0.0014485583303580178	0.0	0.010748332294791422	0.010860681639104957
203	0.0014868385910426594	0.0013226070609962935	0.0010077013776378825	0.001282605627956642	0.001082417446727028	0.0013416210258003214	7.790077304104929E-4	0.0013299211645647641	0.002431506118101955	0.0010003459693942532	0.0010327780722214173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.977383206332703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005404481992489042	0.0	0.00897632749302148	0.0	0.0	0.0012730129572495544	0.0	0.010203916921572003	0.010910626255755246
204	0.001623827244470038	6.796253607639694E-4	0.0017137426362190391	0.0010031884776845234	7.919220229581828E-4	0.0014070265126679515	0.00118934879352827	8.547155643657518E-4	0.0013017264472668104	0.0016211352223654179	0.0012951808040415076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.977383206332703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005234362159188409	0.0	0.008765660900910511	0.0	0.0	0.0011057177878627637	0.0	0.01015621425275776	0.01064204956817367
205	8.91268271131876E-4	5.525125110354942E-4	7.033618180456952E-4	7.569117324696538E-4	4.8025936929634315E-4	5.384726603080156E-4	6.137055703537444E-4	8.877870775221927E-4	5.64307227271404E-4	6.909599140605008E-4	6.672594825432862E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611481462840497	0.0	0.008895629132016003	0.0	0.0	3.176981515906792E-4	0.0	0.010677153211925607	0.010704811237481418
206	0.0014113278520877428	0.0020850295239025433	7.514433110702003E-4	9.574244142900816E-4	0.0012167410672809331	7.082962614343652E-4	9.690016449823074E-4	0.0011751319873368681	0.0012655827348670306	6.314537956344882E-4	6.715888962876194E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006716541581039164	0.0	0.007972576832732467	0.0	0.0	3.31064726816278E-4	0.0	0.011329121270831854	0.01134468868793363
207	0.001085396906543093	0.0010084800801348664	6.610933742028631E-4	0.0011930300412667189	9.997719868353049E-4	0.0016893393159055432	0.0018599557918696557	0.0011654067160690206	0.00112896623804172	5.903270487415497E-4	7.17297847498464E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006805619688464998	0.0	0.007790333548947581	0.0	0.0	9.651446408749376E-4	0.0	0.011125229527227415	0.011217144581455655
208	0.001342131205416605	8.625765703062264E-4	0.0018585894675692393	0.0017763460935356018	0.0018410905763598631	0.0012223775703568266	0.00186572688709243	0.0010747745831135157	0.0015275333257112622	0.0018432763999725102	0.001328480975575651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005162671082652869	0.0	0.008421407300906602	0.0	0.0	6.897614205976059E-4	0.0	0.010087746090147752	0.010092126239178182
209	9.822472653308622E-4	0.001174049981494135	0.0020683513252057672	9.769054193715541E-4	0.0014228112920411766	0.0011052676940585056	0.0010357971163582965	7.36531552354899E-4	0.0015102060042829393	0.0016081836567205896	0.0012820416916120285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.585777657018401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049579654541820044	0.0	0.007689372410347186	0.0	0.0	5.428466285370831E-4	0.0	0.010221289268314337	0.010476322615163238
210	8.677867502785335E-4	7.297743185602056E-4	0.0012047812419072402	9.667458456720451E-4	9.394386053901553E-4	7.340189018827714E-4	6.323720236466187E-4	0.0010768210623495523	0.0011822168356581994	7.400613136461568E-4	0.0010265897965651939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.585777657018401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005587528258868724	0.0	0.007641673811613567	0.0	0.0	7.056081150674815E-4	0.0	0.010648539184106767	0.01067014548674031
211	8.521753170644454E-4	0.0011051937957471702	9.042911701233719E-4	0.0018374054835376698	7.401197198825119E-4	5.561434196642347E-4	0.0011245810848727134	6.783887951611593E-4	8.228988642758808E-4	5.271517193631422E-4	9.550843627262985E-4	0.0	0.0	0.0	0.0	0.0	0.0	15.169189619742864	0.0	0.0	0.0	0.0	0.0	22.836245840625896	0.0	0.0	0.0	0.0	0.0	0.0	9.965580819946892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.514171489705905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005807336429655674	0.0	0.007702632832010094	0.0	0.0	0.0010532953184863164	0.0	0.011213938176711838	0.01121465574676304
212	6.168105378805522E-4	6.967634211370898E-4	0.0012180809355180255	7.859523213168895E-4	0.0011255894499117907	8.669803064671913E-4	6.806035137366289E-4	7.375474411103789E-4	9.519935547527216E-4	0.0010906303688874035	7.395941857875413E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.845371654191133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.16600541447719	0.0	0.0	0.006114897934203286	0.0	0.0078029580392749275	0.0	0.0	0.0012139153824378517	0.0	0.010414108962061843	0.010608085798898048
213	8.440672852089968E-4	8.929191635561658E-4	0.0011767001518530793	6.783489831604059E-4	0.0010194014027719495	0.001273551339067803	0.0010260619680183553	6.163965698050583E-4	0.001538477544496755	6.27862658506776E-4	7.023207076814409E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.845371654191133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.16600541447719	0.0	0.0	0.0	0.006527653460007748	0.0	0.008556849565065437	0.0	0.0	0.0011012245089064288	0.0	0.010823239116271541	0.01086556890191974
214	0.0015159556188196277	0.0010972939785079349	9.048074153354853E-4	0.0011147513423382296	0.0011507133272696329	8.363479053648433E-4	0.0010185819216425483	7.196644177521244E-4	0.0010278095949896205	0.001105338844906251	8.770104898918539E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.845371654191133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006566735565978197	0.0	0.00831261921278334	0.0	0.0	0.0013594149684016607	0.0	0.010782958729075942	0.010836348106075075
215	0.0011102555387091618	6.835244432582996E-4	9.021258394324654E-4	0.001185409471014224	8.19632846499796E-4	5.720238468049266E-4	0.0010848400306149991	5.962849945962697E-4	7.581241996093344E-4	0.0019182139182967763	0.0010685979239750734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.845371654191133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006189669369994517	0.0	0.008933846261322282	0.0	0.0	0.001287737108028408	0.0	0.010724199564118336	0.011154601042317183
216	7.597573461528846E-4	7.479760970664109E-4	9.207711919479313E-4	5.953906577481196E-4	6.062185374616038E-4	6.536087608186721E-4	0.0014168455243626892	5.647184747813467E-4	5.741285306005853E-4	0.001085867612392166	0.0011158961738061417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.845371654191133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055346580514784175	0.0	0.008507235429579834	0.0	0.0	0.0012300093608038944	0.0	0.010334831900699257	0.010458543898740496
217	8.186775985277964E-4	7.666040670228034E-4	7.108860204084268E-4	0.0010504050274413202	0.0013971007375360872	0.0018221238008490678	0.0010794558542455742	7.75345674002301E-4	9.106070315603996E-4	0.0012934601947516278	8.792574151128869E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.364630427119355	0.0	0.0	0.0	0.0	0.0	19.434456893361386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2447861792025785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005819891330395135	0.0	0.007980051068554967	0.0	0.0	0.0014023179912723335	0.0	0.009969594865041771	0.010488067145919244
218	0.002019187616993421	8.456635189884825E-4	7.877687832372085E-4	0.0010472303693844062	9.769386069688408E-4	0.0013241152096081195	0.00102306818035626	5.016191487851078E-4	0.00117778129430949	0.001440012649586554	0.0011640069808916537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.364630427119355	0.0	0.0	0.0	0.0	0.0	8.839076376744838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005459614170831451	0.0	0.008196390990172286	0.0	0.0	0.0015000977545069367	0.0	0.009619715287835527	0.010266521300722272
219	7.460225042080796E-4	0.0012204413255428232	0.001065492791877033	9.517689326295836E-4	9.109481230991141E-4	0.0010947412172485243	9.539617249742754E-4	5.683047368170142E-4	0.0010934292104178508	0.0010982242403147192	0.001121728459812708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.839076376744838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005538157080340202	0.0	0.00779499999006578	0.0	0.0	0.001405505977137008	0.0	0.009547207261235445	0.010145040001348268
220	0.0015832257078562148	0.0016211234516673187	0.0015300141510082793	0.0016983211536744105	0.0010748326273041708	0.002362864709925706	0.0013229743292537146	0.00133179168942891	0.001274671927452399	0.0014329460517340708	0.001281348397242491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.564241796910543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004961906681690507	0.0	0.008157168191307195	0.0	0.0	0.0011180878614581845	0.0	0.0096755920794122	0.009776225721831547
221	0.0012254715103429666	0.0016840261941733306	0.0021027615925272173	0.0014882303527422012	0.0011912388301372804	0.001747906187127099	9.166577917487036E-4	0.0012980351354437063	9.683829067238919E-4	0.0010468963855560622	0.0013798119897185442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.564241796910543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005175810866343371	0.0	0.008812853553713945	0.0	0.0	8.654370969322922E-4	0.0	0.010871372944942748	0.011055774068483383
222	0.0016699750443553744	0.0010149495357661392	0.0016795791364473834	0.0019328279329799284	0.0011476601352329537	0.0015655387648440214	9.247108715536607E-4	0.0012945682019481018	0.0015204526407311234	0.0012214696509862616	0.001156441178809775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49869907846497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005395240765926331	0.0	0.008000686689407323	0.0	0.0	7.899988680720761E-4	0.0	0.01029563140132295	0.010496105901230787
223	0.0015167123542342929	0.0013322653022790458	0.0011694254862204825	0.0010528565961887058	0.001149865615464274	0.0016260613168687936	0.0010833885776505606	0.0012585891238507372	0.0019664615953547526	0.0018554297304153584	0.0013610955093245264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49869907846497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063250100184699745	0.0	0.008715066465150719	0.0	0.0	7.390046928650463E-4	0.0	0.010495136235003212	0.011180982450384454
224	0.0012755873278538687	0.001268252923332352	6.939114572670566E-4	0.0014608167592479802	6.718136707045899E-4	0.0013210614669385454	0.0010793468365888341	8.455154161946423E-4	8.015719852929661E-4	8.950107943819639E-4	8.149180374758321E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49869907846497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006358134883354045	0.0	0.008982839928653518	0.0	0.0	4.868356510813344E-4	0.0	0.010356562270099812	0.011386903123688797
225	7.528047167579388E-4	8.247742545112409E-4	0.0011263334430372438	6.92976233723609E-4	8.847511435141245E-4	9.02931620338169E-4	0.0010427061086577263	0.001124894810753664	0.0010785658244066992	9.749714312279013E-4	0.0012268282298349086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49869907846497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00660266676872024	0.0	0.009725104123362678	0.0	0.0	3.504416474051815E-4	0.0	0.011063854401807278	0.011364501984930246
226	0.0011355113123368015	8.323826126259479E-4	8.095434456250716E-4	7.365562724731043E-4	7.483169043494931E-4	0.001101547146930886	9.650940148180834E-4	7.965520158489975E-4	9.775996938880772E-4	0.0010895503211814429	8.585182746410584E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49869907846497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.86333819890561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006329572164452698	0.0	0.008951051528086099	0.0	0.0	7.607849232207677E-4	0.0	0.010761658210880359	0.011245088030992988
227	9.100685011542544E-4	6.724980433663111E-4	7.561188783323411E-4	5.889074517832379E-4	8.144640541065013E-4	6.6617404701496E-4	8.707282885628853E-4	7.272759626352951E-4	7.248766372469527E-4	0.0010941430106307536	0.0010763961555659838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49869907846497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006203918740189729	0.0	0.008912104598343715	0.0	0.0	9.154941152390121E-4	0.0	0.01074856659526462	0.011106604230420352
228	0.0018559206644685803	0.0012193150403162613	0.001311174517847017	0.0014173902069294717	0.0014844238788974881	0.0014484873345489405	0.0012127431311544131	8.534716456308238E-4	0.0011429185423332214	8.853087041449178E-4	0.00149407554073438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.758959694901264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.677681647429927	0.0	0.0	0.0	0.005448709663609175	0.0	0.008220591860761418	0.0	0.0	6.897102113641133E-4	0.0	0.009884087935975486	0.010130028073194956
